GenreNumber,Title,MoNu,Myrating,Genre,MyGenre,Director Name,RandomWord
2366,Boomerang,1366,39,Comedy,triphylite,Reginald Hudlin,vd
2367,Bram Stoker's Dracula,1367,65,Fantasy,distancy,Francis Ford Coppola,sef
2368,Death Becomes Her,1368,28,Comedy,spinnies,Robert Zemeckis,zef
2369,El Mariachi,1369,82,Action,resmethrin,Robert Rodriguez,zerf
2370,Fortress,1370,39,Action,angledozer,Stuart Gordon, xrd
2371,Glengarry Glen Ross,1371,29,Crime,ethoxylate,James Foley,gbc
2372,Hoffa,1372,51,Biography,ursidae,Danny DeVito,vd
2373,Home Alone 2: Lost in New York,1373,74,Adventure,whippowill,Chris Columbus,sef
2374,Lethal Weapon 3,1374,32,Action,silurid,Richard Donner,zef
2375,Light Sleeper,1375,23,Crime,bardiche,Paul Schrader,zerf
2376,Malcolm X,1376,97,Biography,logicists,Spike Lee, xrd
2377,Medicine Man,1377,6,Adventure,parroter,John McTiernan,gbc
2378,Memoirs of an Invisible Man,1378,98,Comedy,hell-rake,John Carpenter,vd
2379,My Cousin Vinny,1379,64,Comedy,triphylite,Jonathan Lynn,sef
2380,Patriot Games,1380,43,Action,distancy,Phillip Noyce,zef
2381,Radio Flyer,1381,56,Drama,spinnies,Richard Donner,zerf
2382,Raising Cain,1382,37,Crime,resmethrin,Brian De Palma, xrd
2383,Reservoir Dogs,1383,54,Crime,angledozer,Quentin Tarantino,gbc
2384,Split Second,1384,60,Action,ethoxylate,Tony Maylam,vd
2385,The Bodyguard,1385,70,Action,ursidae,Mick Jackson,sef
2386,The Crying Game,1386,86,Crime,whippowill,Neil Jordan,zef
2387,The Last of the Mohicans,1387,49,Action,silurid,Michael Mann,zerf
2388,The Lawnmower Man,1388,74,Horror,bardiche,Brett Leonard, xrd
2389,The Mighty Ducks,1389,19,Comedy,logicists,Stephen Herek,gbc
2390,The Muppet Christmas Carol,1390,64,Comedy,parroter,Brian Henson,vd
2391,Unforgiven,1391,82,Drama,hell-rake,Clint Eastwood,sef
2392,Wayne's World,1392,4,Comedy,triphylite,Penelope Spheeris,zef
2393,Airborne,1393,33,Adventure,distancy,Rob Bowman,zerf
2394,Alive,1394,12,Adventure,spinnies,Frank Marshall, xrd
2395,"Blood In, Blood Out",1395,77,Crime,resmethrin,Taylor Hackford,gbc
2396,Cliffhanger,1396,26,Action,angledozer,Renny Harlin,vd
2397,Cool Runnings,1397,12,Adventure,ethoxylate,Jon Turteltaub,sef
2398,Dazed and Confused,1398,56,Comedy,ursidae,Richard Linklater,zef
2399,Excessive Force,1399,74,Action,whippowill,Jon Hess,zerf
2400,Gettysburg,1400,12,Drama,silurid,Ron Maxwell, xrd
2401,Groundhog Day,1401,62,Comedy,bardiche,Harold Ramis,gbc
2402,Hocus Pocus,1402,21,Comedy,logicists,Kenny Ortega,vd
2403,Jason Goes to Hell: The Final Friday,1403,92,Fantasy,parroter,Adam Marcus,sef
2404,Jurassic Park,1404,51,Adventure,hell-rake,Steven Spielberg,zef
2405,Killing Zoe,1405,11,Crime,triphylite,Roger Avary,zerf
2406,Last Action Hero,1406,23,Action,distancy,John McTiernan, xrd
2407,Les visiteurs,1407,61,Comedy,spinnies,Jean-Marie PoirÃ©,gbc
2408,Loaded Weapon 1,1408,12,Action,resmethrin,Gene Quintano,vd
2409,Madadayo,1409,69,Drama,angledozer,Akira Kurosawa,sef
2410,Menace II Society,1410,98,Crime,ethoxylate,Albert Hughes,zef
2411,Mrs. Doubtfire,1411,18,Comedy,ursidae,Chris Columbus,zerf
2412,Much Ado About Nothing,1412,24,Comedy,whippowill,Kenneth Branagh, xrd
2413,Nowhere to Run,1413,11,Action,silurid,Robert Harmon,gbc
2414,Only the Strong,1414,32,Action,bardiche,Sheldon Lettich,vd
2415,Philadelphia,1415,88,Drama,logicists,Jonathan Demme,sef
2416,Poetic Justice,1416,45,Drama,parroter,John Singleton,zef
2417,RoboCop 3,1417,30,Action,hell-rake,Fred Dekker,zerf
2418,Romeo Is Bleeding,1418,3,Action,triphylite,Peter Medak, xrd
2419,Ruby in Paradise,1419,2,Drama,distancy,Victor Nunez,gbc
2420,Schindler's List,1420,5,Biography,spinnies,Steven Spielberg,vd
2421,Shadowlands,1421,81,Biography,resmethrin,Richard Attenborough,sef
2422,Sugar Hill,1422,44,Drama,angledozer,Leon Ichaso,zef
2423,Super Mario Bros.,1423,14,Adventure,ethoxylate,Annabel Jankel,zerf
2424,Teenage Mutant Ninja Turtles III,1424,81,Action,ursidae,Stuart Gillard, xrd
2425,The Adventures of Huck Finn,1425,37,Adventure,whippowill,Stephen Sommers,gbc
2426,The Age of Innocence,1426,77,Drama,silurid,Martin Scorsese,vd
2427,The Firm,1427,84,Drama,bardiche,Sydney Pollack,sef
2428,The Fugitive,1428,92,Action,logicists,Andrew Davis,zef
2429,The Nutcracker,1429,85,Family,parroter,Emile Ardolino,zerf
2430,The Pelican Brief,1430,11,Crime,hell-rake,Alan J. Pakula, xrd
2431,The Piano,1431,88,Drama,triphylite,Jane Campion,gbc
2432,The Princess and the Cobbler,1432,89,Action,distancy,Richard Williams,vd
2433,The Remains of the Day,1433,56,Drama,spinnies,James Ivory,sef
2434,Tombstone,1434,78,Action,resmethrin,George P. Cosmatos,zef
2435,True Romance,1435,56,Action,angledozer,Tony Scott,zerf
2436,Warlock: The Armageddon,1436,67,Fantasy,ethoxylate,Anthony Hickox, xrd
2437,What's Eating Gilbert Grape,1437,95,Drama,ursidae,Lasse HallstrÃ¶m,gbc
2438,3 Ninjas Kick Back,1438,47,Action,whippowill,Charles T. Kanganis,vd
2439,A Low Down Dirty Shame,1439,4,Action,silurid,Keenen Ivory Wayans,sef
2440,Ace Ventura: Pet Detective,1440,81,Comedy,bardiche,Tom Shadyac,zef
2441,Baby's Day Out,1441,93,Adventure,logicists,Patrick Read Johnson,zerf
2442,Beverly Hills Cop III,1442,81,Action,parroter,John Landis, xrd
2443,Bullets Over Broadway,1443,14,Comedy,hell-rake,Woody Allen,gbc
2444,Clear and Present Danger,1444,93,Action,triphylite,Phillip Noyce,vd
2445,Clerks,1445,95,Comedy,distancy,Kevin Smith,sef
2446,Crooklyn,1446,43,Comedy,spinnies,Spike Lee,zef
2447,Disclosure,1447,82,Drama,resmethrin,Barry Levinson,zerf
2448,Don Juan DeMarco,1448,1,Comedy,angledozer,Jeremy Leven, xrd
2449,Dumb & Dumber,1449,37,Comedy,ethoxylate,Peter Farrelly,gbc
2450,Ed Wood,1450,52,Biography,ursidae,Tim Burton,vd
2451,Exotica,1451,92,Drama,whippowill,Atom Egoyan,sef
2452,Forrest Gump,1452,43,Comedy,silurid,Robert Zemeckis,zef
2453,Four Weddings and a Funeral,1453,12,Comedy,bardiche,Mike Newell,zerf
2454,Heavenly Creatures,1454,14,Biography,logicists,Peter Jackson, xrd
2455,Highlander: The Final Dimension,1455,41,Action,parroter,Andrew Morahan,gbc
2456,Hoop Dreams,1456,90,Documentary,hell-rake,Steve James,vd
2457,Interview with the Vampire: The Vampire Chronicles,1457,56,Drama,triphylite,Neil Jordan,sef
2458,Legends of the Fall,1458,37,Drama,distancy,Edward Zwick,zef
2459,Little Women,1459,41,Drama,spinnies,Gillian Armstrong,zerf
2460,Naked Gun 33 1/3: The Final Insult,1460,63,Comedy,resmethrin,Peter Segal, xrd
2461,New Nightmare,1461,32,Fantasy,angledozer,Wes Craven,gbc
2462,On Deadly Ground,1462,7,Action,ethoxylate,Steven Seagal,vd
2463,PCU,1463,46,Comedy,ursidae,Hart Bochner,sef
2464,Police Academy: Mission to Moscow,1464,29,Comedy,whippowill,Alan Metter,zef
2465,Pulp Fiction,1465,34,Crime,silurid,Quentin Tarantino,zerf
2466,Rapa Nui,1466,39,Action,bardiche,Kevin Reynolds, xrd
2467,Renaissance Man,1467,65,Comedy,logicists,Penny Marshall,gbc
2468,RiÂ¢hie RiÂ¢h,1468,28,Comedy,parroter,Donald Petrie,vd
2469,Serial Mom,1469,82,Comedy,hell-rake,John Waters,sef
2470,Speed,1470,39,Action,triphylite,Jan de Bont,zef
2471,Star Trek: Generations,1471,29,Action,distancy,David Carson,zerf
2472,Street Fighter,1472,51,Action,spinnies,Steven E. de Souza, xrd
2473,The Client,1473,74,Crime,resmethrin,Joel Schumacher,gbc
2474,The Crow,1474,32,Action,angledozer,Alex Proyas,vd
2475,The Flintstones,1475,23,Comedy,ethoxylate,Brian Levant,sef
2476,The Hudsucker Proxy,1476,97,Comedy,ursidae,Joel Coen,zef
2477,The Legend of Drunken Master,1477,6,Action,whippowill,Chia-Liang Liu,zerf
2478,The Lion King,1478,98,Adventure,silurid,Roger Allers, xrd
2479,The Mask,1479,64,Action,bardiche,Chuck Russell,gbc
2480,The River Wild,1480,43,Action,logicists,Curtis Hanson,vd
2481,The Santa Clause,1481,56,Comedy,parroter,John Pasquin,sef
2482,The Shadow,1482,37,Action,hell-rake,Russell Mulcahy,zef
2483,The Shawshank Redemption,1483,54,Crime,triphylite,Frank Darabont,zerf
2484,The Specialist,1484,60,Action,distancy,Luis Llosa, xrd
2485,There Goes My Baby,1485,70,Comedy,spinnies,Floyd Mutrux,gbc
2486,Timecop,1486,86,Action,resmethrin,Peter Hyams,vd
2487,True Lies,1487,49,Action,angledozer,James Cameron,sef
2488,Wolf,1488,74,Drama,ethoxylate,Mike Nichols,zef
2489,Wyatt Earp,1489,19,Adventure,ursidae,Lawrence Kasdan,zerf
2490,Ace Ventura: When Nature Calls,1490,64,Adventure,whippowill,Steve Oedekerk, xrd
2491,Apollo 13,1491,82,Adventure,silurid,Ron Howard,gbc
2492,Assassins,1492,4,Action,bardiche,Richard Donner,vd
2493,Babe,1493,33,Comedy,logicists,Chris Noonan,sef
2494,Bad Boys,1494,12,Action,parroter,Michael Bay,zef
2495,Batman Forever,1495,77,Action,hell-rake,Joel Schumacher,zerf
2496,Before Sunrise,1496,26,Drama,triphylite,Richard Linklater, xrd
2497,Braveheart,1497,12,Biography,distancy,Mel Gibson,gbc
2498,Casino,1498,56,Biography,spinnies,Martin Scorsese,vd
2499,Casper,1499,74,Comedy,resmethrin,Brad Silberling,sef
2500,Clueless,1500,12,Comedy,angledozer,Amy Heckerling,zef
2501,Congo,1501,62,Action,ethoxylate,Frank Marshall,zerf
2502,Copycat,1502,21,Crime,ursidae,Jon Amiel, xrd
2503,Crimson Tide,1503,92,Action,whippowill,Tony Scott,gbc
2504,Cutthroat Island,1504,51,Action,silurid,Renny Harlin,vd
2505,Dead Man Walking,1505,11,Crime,bardiche,Tim Robbins,sef
2506,Desperado,1506,23,Action,logicists,Robert Rodriguez,zef
2507,Die Hard with a Vengeance,1507,61,Action,parroter,John McTiernan,zerf
2508,First Knight,1508,12,Action,hell-rake,Jerry Zucker, xrd
2509,Four Rooms,1509,69,Comedy,triphylite,Allison Anders,gbc
2510,Friday,1510,98,Comedy,distancy,F. Gary Gray,vd
2511,Get Shorty,1511,18,Comedy,spinnies,Barry Sonnenfeld,sef
2512,GoldenEye,1512,24,Action,resmethrin,Martin Campbell,zef
2513,Hackers,1513,11,Comedy,angledozer,Iain Softley,zerf
2514,Halloween: The Curse of Michael Myers,1514,32,Horror,ethoxylate,Joe Chappelle, xrd
2515,Home for the Holidays,1515,88,Comedy,ursidae,Jodie Foster,gbc
2516,Jade,1516,45,Crime,whippowill,William Friedkin,vd
2517,Jefferson in Paris,1517,30,Biography,silurid,James Ivory,sef
2518,Kids,1518,3,Drama,bardiche,Larry Clark,zef
2519,Kiss of Death,1519,2,Action,logicists,Barbet Schroeder,zerf
2520,Leaving Las Vegas,1520,5,Drama,parroter,Mike Figgis, xrd
2521,Mallrats,1521,81,Comedy,hell-rake,Kevin Smith,gbc
2522,Money Train,1522,44,Action,triphylite,Joseph Ruben,vd
2523,Mortal Kombat,1523,14,Action,distancy,Paul W.S. Anderson,sef
2524,Mr. Holland's Opus,1524,81,Drama,spinnies,Stephen Herek,zef
2525,Nixon,1525,37,Biography,resmethrin,Oliver Stone,zerf
2526,Outbreak,1526,77,Action,angledozer,Wolfgang Petersen, xrd
2527,Pocahontas,1527,84,Adventure,ethoxylate,Mike Gabriel,gbc
2528,Richard III,1528,92,Drama,ursidae,Richard Loncraine,vd
2529,Rob Roy,1529,85,Adventure,whippowill,Michael Caton-Jones,sef
2530,Rumble in the Bronx,1530,11,Action,silurid,Stanley Tong,zef
2531,Se7en,1531,88,Crime,bardiche,David Fincher,zerf
2532,Sense and Sensibility,1532,89,Drama,logicists,Ang Lee, xrd
2533,Showgirls,1533,56,Drama,parroter,Paul Verhoeven,gbc
2534,Species,1534,78,Action,hell-rake,Roger Donaldson,vd
2535,Tales from the Crypt: Demon Knight,1535,56,Action,triphylite,Ernest R. Dickerson,sef
2536,Tales from the Hood,1536,67,Comedy,distancy,Rusty Cundieff,zef
2537,Tank Girl,1537,95,Action,spinnies,Rachel Talalay,zerf
2538,The American President,1538,47,Comedy,resmethrin,Rob Reiner, xrd
2539,The Bridges of Madison County,1539,4,Drama,angledozer,Clint Eastwood,gbc
2540,The Brothers McMullen,1540,81,Comedy,ethoxylate,Edward Burns,vd
2541,The Incredibly True Adventure of Two Girls in Love,1541,93,Comedy,ursidae,Maria Maggenti,sef
2542,The Indian in the Cupboard,1542,81,Drama,whippowill,Frank Oz,zef
2543,The Net,1543,14,Action,silurid,Irwin Winkler,zerf
2544,The Perez Family,1544,93,Comedy,bardiche,Mira Nair, xrd
2545,The Prophecy,1545,95,Action,logicists,Gregory Widen,gbc
2546,The Quick and the Dead,1546,43,Action,parroter,Sam Raimi,vd
2547,The Scarlet Letter,1547,82,Drama,hell-rake,Roland JoffÃ©,sef
2548,The Usual Suspects,1548,1,Crime,triphylite,Bryan Singer,zef
2549,Things to Do in Denver When You're Dead,1549,37,Crime,distancy,Gary Fleder,zerf
2550,To Die For,1550,52,Comedy,spinnies,Gus Van Sant, xrd
2551,Toy Story,1551,92,Adventure,resmethrin,John Lasseter,gbc
2552,Under Siege 2: Dark Territory,1552,43,Action,angledozer,Geoff Murphy,vd
2553,Vampire in Brooklyn,1553,12,Comedy,ethoxylate,Wes Craven,sef
2554,Virtuosity,1554,14,Action,ursidae,Brett Leonard,zef
2555,Waterworld,1555,41,Action,whippowill,Kevin Reynolds,zerf
2556,Welcome to the Dollhouse,1556,90,Comedy,silurid,Todd Solondz, xrd
2557,A Thin Line Between Love and Hate,1557,56,Comedy,bardiche,Martin Lawrence,gbc
2558,A Time to Kill,1558,37,Crime,logicists,Joel Schumacher,vd
2559,Albino Alligator,1559,41,Crime,parroter,Kevin Spacey,sef
2560,Basquiat,1560,63,Biography,hell-rake,Julian Schnabel,zef
2561,Beavis and Butt-Head Do America,1561,32,Adventure,triphylite,Mike Judge,zerf
2562,Blood and Wine,1562,7,Crime,distancy,Bob Rafelson, xrd
2563,Bogus,1563,46,Comedy,spinnies,Norman Jewison,gbc
2564,Bottle Rocket,1564,29,Comedy,resmethrin,Wes Anderson,vd
2565,Bound,1565,34,Crime,angledozer,Lana Wachowski,sef
2566,Broken Arrow,1566,39,Action,ethoxylate,John Woo,zef
2567,Chain Reaction,1567,65,Action,ursidae,Andrew Davis,zerf
2568,City Hall,1568,28,Drama,whippowill,Harold Becker, xrd
2569,Courage Under Fire,1569,82,Action,silurid,Edward Zwick,gbc
2570,Daylight,1570,39,Action,bardiche,Rob Cohen,vd
2571,DragonHeart,1571,29,Action,logicists,Rob Cohen,sef
2572,Eraser,1572,51,Action,parroter,Chuck Russell,zef
2573,Escape from L.A.,1573,74,Action,hell-rake,John Carpenter,zerf
2574,Everyone Says I Love You,1574,32,Comedy,triphylite,Woody Allen, xrd
2575,Evita,1575,23,Biography,distancy,Alan Parker,gbc
2576,Executive Decision,1576,97,Action,spinnies,Stuart Baird,vd
2577,Extreme Measures,1577,6,Crime,resmethrin,Michael Apted,sef
2578,Eye for an Eye,1578,98,Crime,angledozer,John Schlesinger,zef
2579,Faithful,1579,64,Comedy,ethoxylate,Paul Mazursky,zerf
2580,Fled,1580,43,Action,ursidae,Kevin Hooks, xrd
2581,Flipper,1581,56,Adventure,whippowill,Alan Shapiro,gbc
2582,Flirting with Disaster,1582,37,Comedy,silurid,David O. Russell,vd
2583,From Dusk Till Dawn,1583,54,Crime,bardiche,Robert Rodriguez,sef
2584,Get on the Bus,1584,60,Drama,logicists,Spike Lee,zef
2585,Ghosts of Mississippi,1585,70,Drama,parroter,Rob Reiner,zerf
2586,Girl 6,1586,86,Comedy,hell-rake,Spike Lee, xrd
2587,Hamlet,1587,49,Drama,triphylite,Kenneth Branagh,gbc
2588,Happy Gilmore,1588,74,Comedy,distancy,Dennis Dugan,vd
2589,Harriet the Spy,1589,19,Comedy,spinnies,Bronwen Hughes,sef
2590,Independence Day,1590,64,Action,resmethrin,Roland Emmerich,zef
2591,Jerry Maguire,1591,82,Comedy,angledozer,Cameron Crowe,zerf
2592,Jingle All the Way,1592,4,Comedy,ethoxylate,Brian Levant, xrd
2593,Kama Sutra: A Tale of Love,1593,33,Crime,ursidae,Mira Nair,gbc
2594,Kansas City,1594,12,Crime,whippowill,Robert Altman,vd
2595,Kingpin,1595,77,Comedy,silurid,Bobby Farrelly,sef
2596,Lone Star,1596,26,Drama,bardiche,John Sayles,zef
2597,Love and Other Catastrophes,1597,12,Comedy,logicists,Emma-Kate Croghan,zerf
2598,Mars Attacks!,1598,56,Action,parroter,Tim Burton, xrd
2599,Marvin's Room,1599,74,Drama,hell-rake,Jerry Zaks,gbc
2600,Mary Reilly,1600,12,Drama,triphylite,Stephen Frears,vd
2601,Maximum Risk,1601,62,Action,distancy,Ringo Lam,sef
2602,Michael Collins,1602,21,Biography,spinnies,Neil Jordan,zef
2603,Mission: Impossible,1603,92,Action,resmethrin,Brian De Palma,zerf
2604,Mrs. Winterbourne,1604,51,Comedy,angledozer,Richard Benjamin, xrd
2605,Multiplicity,1605,11,Comedy,ethoxylate,Harold Ramis,gbc
2606,My Fellow Americans,1606,23,Adventure,ursidae,Peter Segal,vd
2607,Phenomenon,1607,61,Drama,whippowill,Jon Turteltaub,sef
2608,Ransom,1608,12,Crime,silurid,Ron Howard,zef
2609,Romeo + Juliet,1609,69,Drama,bardiche,Baz Luhrmann,zerf
2610,Scream,1610,98,Horror,logicists,Wes Craven, xrd
2611,Set It Off,1611,18,Action,parroter,F. Gary Gray,gbc
2612,Sgt. Bilko,1612,24,Comedy,hell-rake,Jonathan Lynn,vd
2613,She's the One,1613,11,Comedy,triphylite,Edward Burns,sef
2614,Shine,1614,32,Biography,distancy,Scott Hicks,zef
2615,Sleepers,1615,88,Crime,spinnies,Barry Levinson,zerf
2616,Sling Blade,1616,45,Drama,resmethrin,Billy Bob Thornton, xrd
2617,Space Jam,1617,30,Adventure,angledozer,Joe Pytka,gbc
2618,Spy Hard,1618,3,Action,ethoxylate,Rick Friedberg,vd
2619,Star Trek: First Contact,1619,2,Action,ursidae,Jonathan Frakes,sef
2620,Striptease,1620,5,Comedy,whippowill,Andrew Bergman,zef
2621,Swingers,1621,81,Comedy,silurid,Doug Liman,zerf
2622,That Thing You Do!,1622,44,Comedy,bardiche,Tom Hanks, xrd
2623,The Adventures of Pinocchio,1623,14,Adventure,logicists,Steve Barron,gbc
2624,The Cable Guy,1624,81,Comedy,parroter,Ben Stiller,vd
2625,The Craft,1625,37,Drama,hell-rake,Andrew Fleming,sef
2626,The English Patient,1626,77,Drama,triphylite,Anthony Minghella,zef
2627,The Fan,1627,84,Action,distancy,Tony Scott,zerf
2628,The First Wives Club,1628,92,Comedy,spinnies,Hugh Wilson, xrd
2629,The Funeral,1629,85,Crime,resmethrin,Abel Ferrara,gbc
2630,The Ghost and the Darkness,1630,11,Adventure,angledozer,Stephen Hopkins,vd
2631,The Glimmer Man,1631,88,Action,ethoxylate,John Gray,sef
2632,The Hunchback of Notre Dame,1632,89,Animation,ursidae,Gary Trousdale,zef
2633,The Island of Dr. Moreau,1633,56,Horror,whippowill,John Frankenheimer,zerf
2634,The Juror,1634,78,Drama,silurid,Brian Gibson, xrd
2635,The Long Kiss Goodnight,1635,56,Action,bardiche,Renny Harlin,gbc
2636,The Mirror Has Two Faces,1636,67,Comedy,logicists,Barbra Streisand,vd
2637,The Nutty Professor,1637,95,Comedy,parroter,Tom Shadyac,sef
2638,The Phantom,1638,47,Action,hell-rake,Simon Wincer,zef
2639,The Rock,1639,4,Action,triphylite,Michael Bay,zerf
2640,Thinner,1640,81,Fantasy,distancy,Tom Holland, xrd
2641,Tin Cup,1641,93,Comedy,spinnies,Ron Shelton,gbc
2642,Trainspotting,1642,81,Drama,resmethrin,Danny Boyle,vd
2643,Trees Lounge,1643,14,Comedy,angledozer,Steve Buscemi,sef
2644,Twister,1644,93,Action,ethoxylate,Jan de Bont,zef
2645,Up Close & Personal,1645,95,Drama,ursidae,Jon Avnet,zerf
2646,Waiting for Guffman,1646,43,Comedy,whippowill,Christopher Guest, xrd
2647,Walking and Talking,1647,82,Comedy,silurid,Nicole Holofcener,gbc
2648,When the Cat's Away,1648,1,Comedy,bardiche,CÃ©dric Klapisch,vd
2649,White Squall,1649,37,Adventure,logicists,Ridley Scott,sef
2650,8 Heads in a Duffel Bag,1650,52,Comedy,parroter,Tom Schulman,zef
2651,A Simple Wish,1651,92,Comedy,hell-rake,Michael Ritchie,zerf
2652,Absolute Power,1652,43,Action,triphylite,Clint Eastwood, xrd
2653,Air Bud,1653,12,Comedy,distancy,Charles Martin Smith,gbc
2654,Air Force One,1654,14,Action,spinnies,Wolfgang Petersen,vd
2655,Alien: Resurrection,1655,41,Action,resmethrin,Jean-Pierre Jeunet,sef
2656,Amistad,1656,90,Drama,angledozer,Steven Spielberg,zef
2657,An Alan Smithee Film: Burn Hollywood Burn,1657,56,Comedy,ethoxylate,Arthur Hiller,zerf
2658,Anaconda,1658,37,Action,ursidae,Luis Llosa, xrd
2659,Anastasia,1659,41,Adventure,whippowill,Don Bluth,gbc
2660,As Good as It Gets,1660,63,Comedy,silurid,James L. Brooks,vd
2661,Austin Powers: International Man of Mystery,1661,32,Comedy,bardiche,Jay Roach,sef
2662,Batman & Robin,1662,7,Action,logicists,Joel Schumacher,zef
2663,Boogie Nights,1663,46,Drama,parroter,Paul Thomas Anderson,zerf
2664,Breakdown,1664,29,Action,hell-rake,Jonathan Mostow, xrd
2665,Cats Don't Dance,1665,34,Animation,triphylite,Mark Dindal,gbc
2666,Character,1666,39,Crime,distancy,Mike van Diem,vd
2667,Chasing Amy,1667,65,Comedy,spinnies,Kevin Smith,sef
2668,Children of Heaven,1668,28,Drama,resmethrin,Majid Majidi,zef
2669,Con Air,1669,82,Action,angledozer,Simon West,zerf
2670,Conspiracy Theory,1670,39,Action,ethoxylate,Richard Donner, xrd
2671,Contact,1671,29,Drama,ursidae,Robert Zemeckis,gbc
2672,Cop Land,1672,51,Crime,whippowill,James Mangold,vd
2673,Critical Care,1673,74,Comedy,silurid,Sidney Lumet,sef
2674,Cube,1674,32,Mystery,bardiche,Vincenzo Natali,zef
2675,Dante's Peak,1675,23,Action,logicists,Roger Donaldson,zerf
2676,Deconstructing Harry,1676,97,Comedy,parroter,Woody Allen, xrd
2677,Donnie Brasco,1677,6,Biography,hell-rake,Mike Newell,gbc
2678,Dream with the Fishes,1678,98,Comedy,triphylite,Finn Taylor,vd
2679,Event Horizon,1679,64,Horror,distancy,Paul W.S. Anderson,sef
2680,Eve's Bayou,1680,43,Drama,spinnies,Kasi Lemmons,zef
2681,Face/Off,1681,56,Action,resmethrin,John Woo,zerf
2682,"First Love, Last Rites",1682,37,Drama,angledozer,Jesse Peretz, xrd
2683,Flubber,1683,54,Comedy,ethoxylate,Les Mayfield,gbc
2684,G.I. Jane,1684,60,Action,ursidae,Ridley Scott,vd
2685,Gattaca,1685,70,Drama,whippowill,Andrew Niccol,sef
2686,George of the Jungle,1686,86,Action,silurid,Sam Weisman,zef
2687,Good Will Hunting,1687,49,Drama,bardiche,Gus Van Sant,zerf
2688,Grosse Pointe Blank,1688,74,Action,logicists,George Armitage, xrd
2689,Hav Plenty,1689,19,Comedy,parroter,Christopher Scott Cherot,gbc
